word,phonetic,definition_zh,definition_en,example,tags,audio_file
log,lɔɡ,n 原木，木材；日志，航海日志，飞行日志; vt  记录； 伐木,"a thick piece of wood from a tree; to make an official record of events, facts etc",a roaring log fire,sholvoir;toefl;exam;core,
enterprise,'ɛntɚ'praɪz,n  企业， 公司； 事业,"a company, organization, or business",commercial enterprises such as banks and food manufacturers,sholvoir;toefl;exam;core,
falcon,'fælkən,n  猎鹰， 隼,a bird that kills and eats other animals and can be trained to hunt,,sholvoir;toefl;exam;core,
ventilation,",vɛntl'eʃən",n  通风设备； 空气流通,,"I see no ventilation to speak of, none from a window or a ventilator at least.",sholvoir;toefl;exam;core,
solar,'solɚ,adj  太阳的， 日光的； 太阳能的,relating to the sun,a solar eclipse,sholvoir;toefl;exam;core,
consume,kənˈsum,vt  消耗， 损耗； 消费； 吃， 喝； 使充满； 烧毁， 毁灭,"to use time, energy, goods etc",Only 27% of the paper we consume is recycled.,sholvoir;toefl;exam;core,
formation,fɔr'meʃən,n  形成， 构成； 形成物； 编队,the process of starting a new organization or group,We now know a lot more about the early stages of planetary formation.,sholvoir;toefl;exam;core,
psychoanalysis,'saɪkoə'næləsɪs,n  心理分析， 精神分析,"medical treatment that involves talking to someone about their life, feelings etc in order to find out the hidden causes of their problems","In theory, psychoanalysis is the philosophy of the unconscious mind; in practice it is a means by which mental disorders can be cured.",sholvoir;toefl;exam;core,
bilingualism,baɪ'lɪŋgwəlɪzəm,n  双语现象,Bilingualism is the ability to speak two languages equally well,"I recently had the pleasure of conducting an interview with him on bilingualism, translation, and interpreting.",sholvoir;toefl;exam;core,
competence,'kɑmpɪtəns,n  能力， 胜任； 权限； 技能,the ability to do something well,Typing is considered by most employers to be a basic competence.,sholvoir;toefl;exam;core,
fuse,fjuz,v 融合；熔接；熔化；因保险丝烧断而断电；合并; n  保险丝； 引信； 导火线,"to combine different qualities, ideas, or things, or to be combined; a short thin piece of wire inside electrical equipment which prevents damage by melting and stopping the electricity when there is too much power","Their music fuses elements as diverse as Cajun, bebop and Cuban waltzes.",sholvoir;toefl;exam;core,
frivolous,'frɪvələs,adj  琐碎的， 无关紧要的； 愚蠢的， 可笑的； 无聊的， 不严肃的， 轻佻的,"not serious or sensible, especially in a way that is not suitable for a particular occasion",The court discourages frivolous law suits.,sholvoir;toefl;exam;core,
pretext,'pritɛkst,n  借口， 托词,"a false reason given for an action, in order to hide the real reason",He’ll phone on some pretext or other.,sholvoir;toefl;exam;core,
emergent,ɪ'mɝdʒənt,adj  突现的； 新兴的； 紧急的,"An emergent country, political movement, or social group is one that is becoming powerful or coming into existence",...an emergent state.,sholvoir;toefl;exam;core,
assure,ə'ʃʊr,vt  确保； 使确信,to tell someone that something will definitely happen or is definitely true so that they are less worried,"The document is genuine, I can assure you .",sholvoir;toefl;exam;core,
consult,kən'sʌlt,v  请教； 商议； 参考， 翻阅,to ask for information or advice from someone because it is their job to know something,"If symptoms persist, consult a doctor without delay.",sholvoir;toefl;exam;core,
funding,'fʌndɪŋ,n  基金， 资金； 提供资金,Funding is money which a government or organization provides for a particular purpose,They hope for government funding for the programme.,sholvoir;toefl;exam;core,
survive,sɚ'vaɪv,v  幸免， 幸存； 继续存在， 存货； 艰难度过； 比…长命,"If a person or living thing survives in a dangerous situation such as an accident or an illness, they do not die",...the sequence of events that left the eight pupils battling to survive in icy seas for over four hours.,sholvoir;toefl;exam;core,
initial,ɪ'nɪʃəl,adj 开始的，最初的; n  词首大写字母,happening at the beginning; the first letter of someone’s first name,"an initial investment of £5,000",sholvoir;toefl;exam;core,
rudimentary,",rudɪ'mɛntri",adj  未充分发展的， 原始的； 基本的， 基础的,a rudimentary knowledge or understanding of a subject is very simple and basic,"Gradually, I acquired a rudimentary knowledge of music.",sholvoir;toefl;exam;core,
adversary,'ædvɚsɛri,n  对手， 敌手,a country or person you are fighting or competing against,his old adversary,sholvoir;toefl;exam;core,
postulate,'pɑstʃəlet,vt  假定， 假设,to suggest that something might have happened or be true,He dismissed arguments postulating differing standards for human rights in different cultures and regions.,sholvoir;toefl;exam;core,
infest,ɪn'fɛst,vt  大批滋生， 大批出没于,"if insects, rats etc infest a place, there are a lot of them and they usually cause damage",...pests like aphids which infest cereal crops.,sholvoir;toefl;exam;core,
satiric,sə'tɪrɪk,adj  讽刺的， 嘲讽的,,"Among her early works is a satiric portrayal of the upper-middle class imagery of a woman working within the peach trees, or in a flower garden.",sholvoir;toefl;exam;core,
eternal,ɪ'tɝnl,adj  永恒的， 不朽的,continuing for ever and having no end,the Christian promise of eternal life,sholvoir;toefl;exam;core,
crumple,'krʌmpl,v  变皱， 起皱； 破裂； 崩溃， 垮台,"If you crumple something such as paper or cloth, or if it crumples, it is squashed and becomes full of untidy creases and folds",She crumpled the paper in her hand.,sholvoir;toefl;exam;core,
satire,'sætaɪɚ,n  讽刺文学， 讽刺作品； 讽刺,"a way of criticizing something such as a group of people or a system, in which you deliberately make them seem funny so that people will see their faults",the characteristic use of satire in Jonson’s work,sholvoir;toefl;exam;core,
prevalent,'prɛvələnt,adj  流行的， 普遍的,"common at a particular time, in a particular place, or among a particular group of people",the prevalent belief in astrology,sholvoir;toefl;exam;core,
cling,klɪŋ,vi  附着， 黏住； 紧紧抓住； 挨近,"to hold someone or something tightly, especially because you do not feel safe",Some children tend to cling on their first day at school.,sholvoir;toefl;exam;core,
clip,klɪp,v 夹住，扣住；修剪；剪下; n  夹子， 回形针， 别针； 弹夹， 弹仓； 电影片段， 剪报,to fasten something together or to be fastened together using a clip; a small metal or plastic object that holds or fastens things together,a stack of bills clipped together,sholvoir;toefl;exam;core,
oasis,o'esɪs,n  绿洲； 避风港,a place with water and trees in a desert,The immaculately tended gardens are an oasis in the midst of Cairo's urban sprawl.,sholvoir;toefl;exam;core,
nutrient,'nutrɪənt,adj  滋养的， 有营养的; n 滋养物，营养品,a chemical or food that provides what is needed for plants or animals to live and grow,"To examine the global impact of acidification, the researchers developed a series of world maps to show current coal use, nutrient consumption, and copper production and smelting by country.",sholvoir;toefl;exam;core,
compact,'kɑmpækt,adj 紧凑的；简洁的; vt  压缩,packed or put together firmly and closely; to press something together so that it becomes smaller or more solid,The bushes grew in a compact mass.,sholvoir;toefl;exam;core,
outlaw,'aʊtlɔ,vt 宣布…为非法; n  罪犯， 歹徒， 亡命之徒； 被剥夺法律权益者,"to completely stop something by making it illegal; someone who has done something illegal, and who is hiding in order to avoid punishment – used especially about criminals in the past",The bill would have outlawed several types of guns.,sholvoir;toefl;exam;core,
irrigate,'ɪrəget,vt  灌溉； 冲洗,to supply land or crops with water,The water in Lake Powell is used to irrigate the area.,sholvoir;toefl;exam;core,
shrivel,'ʃrɪvl,v  枯萎,"if something shrivels, or if it is shrivelled, it becomes smaller and its surface becomes covered in lines because it is very dry or old","The leaves change colour, then shrivel.",sholvoir;toefl;exam;core,
encrust,ɪn'krʌst,v  在表面形成硬壳， 结壳； 用…装饰外层,to cover or overlay with or as with a crust or hard coating ,,sholvoir;toefl;exam;core,
upsurge,'ʌpsɝdʒ,n  高涨； 激增,a sudden strong feeling,...the upsurge in oil prices.,sholvoir;toefl;exam;core,
dam,dæm,n 坝，堤; vt  筑坝； 控制,"a special wall built across a river or stream to stop the water from flowing, especially in order to make a lake or produce electricity; to stop the water in a river or stream from flowing by building a special wall across it","Before the dam was built, Campbell River used to flood in the spring.",sholvoir;toefl;exam;core,
bloom,blum,v  开花; n 花；开花；青春焕发,"if a plant or a flower blooms, its flowers appear or open; a flower or flowers",These plants bloom in spring.,sholvoir;toefl;exam;core,
denote,dɪ'not,v  表示， 意指； 标示， 预示， 象征,to mean something,What does the word ‘curriculum’ denote that ‘course’ does not?,sholvoir;toefl;exam;core,
zone,zon,vt 将…划做特殊区域；分区，划分地带; n  地区， 地域， 地带； 气候带,"if an area of land is zoned, it is officially kept separate from other land so that it can be used for a particular purpose; a large area that is different from other areas around it in some way",The land is currently zoned for residential use.,sholvoir;toefl;exam;core,
audible,'ɔdəbl,adj  听得见的,a sound that is audible is loud enough for you to hear it,His voice was barely audible (=  could only just be heard  ) above the roar of the crowd.,sholvoir;toefl;exam;core,
exhort,ɪɡ'zɔrt,vt  劝告， 规劝， 告诫,"If you exhort someone to do something, you try hard to persuade or encourage them to do it",Kennedy exhorted his listeners to turn away from violence.,sholvoir;toefl;exam;core,
