word,phonetic,definition_zh,definition_en,example,tags,audio_file
sermon,'sɝmən,n  布道； 说教， 训诫,"a talk given as part of a Christian church service, usually on a religious or moral subject",Cardinal Murphy will deliver the sermon on Sunday.,sholvoir;gre;exam;core,
mendacity,mɛn'dæsəti,n  不诚实,the quality of not being truthful,"Mr. Gore's mendacity was supposedly demonstrated by trivial anecdotes, none significant, some of them simply false.",sholvoir;gre;exam;core,
imbibe,ɪm'baɪb,v  喝； 吸入,"to drink something, especially alcohol – sometimes used humorously",Both men imbibed considerable quantities of gin.,sholvoir;gre;exam;core,
vertigo,'vɝtɪɡo,n  眩晕， 晕头转向,a feeling of sickness and dizziness caused by looking down from a high place,"Do you have any vertigo, dizziness etc?",sholvoir;gre;exam;core,
impermeable,ɪm'pɝmɪəbl,adj  不可渗透的， 不透水的,not allowing liquids or gases to pass through,No paint is impermeable to water vapour.,sholvoir;gre;exam;core,
emote,ɪ'mot,v  激动地表达感情,"to clearly show emotion, especially when you are acting",Siskind encourages the children to emote to the music as they dance.,sholvoir;gre;exam;core,
inoculate,ɪ'nɑkjə'let,v  注射预防针,to protect someone against a disease by putting a weak form of the disease into their body using a needle,...a programme to inoculate every child in the country.,sholvoir;gre;exam;core,
pluralist,'pluərəlist,n  兼任数个宗教职位者， 兼职者,,,sholvoir;gre;exam;core,
palate,'pælət,n  上腭； 口味； 爱好,the  roof (= top inside part )  of your mouth,"It tasted very strange, at least to my untrained palate.",sholvoir;gre;exam;core,
truant,'tru:ənt,adj 逃避责任的; n  逃学者； 逃避者， 玩忽职守者,a student who stays away from school without permission,persistent truants,sholvoir;gre;exam;core,
unconfirmed,",ʌnkən'fɝmd",adj  未经证实的,a report etc that has not been proved or supported by official information,We’ve received unconfirmed reports of an explosion in central London.,sholvoir;gre;exam;core,
virtual,ˈvɝ​tʃʊəl,adj  实质上的， 实际上的,You can use virtual to indicate that something is so nearly true that for most purposes it can be regarded as true,Argentina came to a virtual standstill while the game was being played.,sholvoir;gre;exam;core,
lathe,leð,v  用车床加工; n 车床,"to shape, bore, or cut a screw thread in or on (a workpiece) on a lathe ; a machine that shapes wood or metal, by turning it around and around against a sharp tool",He turned the wood on a lathe.,sholvoir;gre;exam;core,
vegetate,'vɛdʒətet,v  像植物那样生长； 无所事事地生活,to live without doing much physical or mental activity and to feel bored as a result,I was determined when I retired that I wasn’t just going to vegetate.,sholvoir;gre;exam;core,
apposite,'æpəzɪt,adj  适当的， 贴切的,suitable to what is happening or being discussed,Recent events have made his central theme even more apposite.,sholvoir;gre;exam;core,
arraign,ə'rein,v  传讯； 指责,to make someone come to court to hear what their crime is,He was arraigned for criminally abetting a traitor.,sholvoir;gre;exam;core,
guzzle,'ɡʌzl,v  大吃大喝； 大量消耗,"if a vehicle guzzles petrol, it uses a lot of it in a wasteful way",,sholvoir;gre;exam;core,
foppish,'fɑpɪʃ,adj  纨绔子弟的； 浮华的， 俗丽的,,,sholvoir;gre;exam;core,
pound,paʊnd,v  猛击， 连续重击； 狂跳， 怦怦地跳,"to hit something very hard several times and make a lot of noise, damage it, break it into smaller pieces etc",He began pounding the keyboard of his computer.,sholvoir;gre;exam;core,
ignore,ɪɡ'nɔr,v  不顾， 不理， 忽视,to deliberately pay no attention to something that you have been told or that you know about,You can’t ignore the fact that many criminals never go to prison.,sholvoir;gre;exam;core,
loaf,lof,v  虚度光阴; n 一条,to spend time somewhere and not do very much; bread that is shaped and baked in one piece and can be cut into slices,a loaf of bread ,sholvoir;gre;exam;core,
applaud,ə'plɔd,v  鼓掌； 称赞,"to hit your open hands together, to show that you have enjoyed a play, concert, speaker etc",The audience applauded loudly.,sholvoir;gre;exam;core,
shoal,ʃol,adj  浅的， 薄的; n 浅滩，浅水处；一群,a large group of fish swimming together,A preliminary study of a shoal often flesh-and-blood sticklebacks shows that they do indeed mingle with therobot and that they follow its leadership cues as predicted.,sholvoir;gre;exam;core,
drollery,'drəuləri,n  滑稽,humour; comedy ,,sholvoir;gre;exam;core,
erudite,'ɛrudaɪt,adj  博学的， 饱学的,showing a lot of knowledge based on careful study,"He was never dull, always erudite and well informed.",sholvoir;gre;exam;core,
abusive,ə'bjʊsɪv,adj  谩骂的， 毁谤的； 虐待的,using cruel words or physical violence,Smith denies using abusive language to the referee.,sholvoir;gre;exam;core,
advert,ædˈvɚt,v  注意， 留意； 提及,to draw attention (to); refer (to) ,,sholvoir;gre;exam;core,
permeate,'pɝmɪet,v  扩散， 弥漫； 穿透,"if liquid, gas etc permeates something, it enters it and spreads through every part of it",The smell of diesel oil permeated the air.,sholvoir;gre;exam;core,
insurgent,ɪn'sɝdʒənt,adj 叛乱的，起义的; n  叛乱分子,"one of a group of people fighting against the government of their own country, or against authority","There, she worked as a low-level intelligence analyst helping her unit assess insurgent activity in the area.",sholvoir;gre;exam;core,
indented,ɪn'dɛntɪd,adj  锯齿状的； 高低不平的,an indented edge or surface has cuts or marks in it,our deeply indented coastline,sholvoir;gre;exam;core,
grant,ɡrænt,v  同意给予； 授予,to give someone something or allow them to have something that they have asked for,Britain could grant Spain’s request .,sholvoir;gre;exam;core,
podiatrist,pə'daɪətrɪst,n  足病医生,a doctor who takes care of people’s feet and treats foot diseases,,sholvoir;gre;exam;core,
qualified,'kwɑlə'faɪd,adj  合格的； 有限制的,"having suitable knowledge, experience, or skills, especially for a particular job",a professionally qualified social worker,sholvoir;gre;exam;core,
relic,'rɛlɪk,n  遗物， 遗迹， 遗风,an old object or custom that reminds people of the past or that has lived on from a past time,Roman relics found in a field,sholvoir;gre;exam;core,
construct,kən'strʌkt,v  建造， 构造,"to build something such as a house, bridge, road etc",There are plans to construct a new road bridge across the river.,sholvoir;gre;exam;core,
rivalry,'raɪvlri,n  竞争， 对抗,"a situation in which two or more people, teams, or companies are competing for something, especially over a long period of time, and the feeling of competition between them",The two players have developed a friendly rivalry .,sholvoir;gre;exam;core,
stale,stel,adj  不新鲜的， 陈腐的,bread or cake that is stale is no longer fresh or good to eat,French bread goes stale (= becomes stale ) very quickly.,sholvoir;gre;exam;core,
stalk,stɔk,v  隐伏跟踪,to follow a person or animal quietly in order to catch and attack or kill them,a tiger stalking its prey,sholvoir;gre;exam;core,
iconoclast,aɪ'kɑnəklæst,n  攻击传统观念或风俗的人,someone who attacks established ideas and customs,,sholvoir;gre;exam;core,
undeserving,",ʌndɪ'zɝvɪŋ",adj  不值得的,,"In this world, nothing was undeserving of the French soldiers!",sholvoir;gre;exam;core,
ruminant,'ruːmɪnənt,adj  反刍的； 沉思的,"of, relating to, or belonging to the suborder Ruminantia ",That was denuded by these ruminant pests.,sholvoir;gre;exam;core,
immaculate,ɪ'mækjələt,adj  洁净的， 无瑕的,,He wore an immaculate dark blue suit.,sholvoir;gre;exam;core,
fallibility,",fælə'bɪləti",n  易出错， 不可靠,,"""Trump has exposed the inadequacy and fallibility of decades-old domestic political strategy of governing by polls and contrived expectations, "" she said.",sholvoir;gre;exam;core,
iconoclasm,aɪ'kɑːnəklæzəm,n  破坏偶像的理论， 打破旧习,,,sholvoir;gre;exam;core,
chipper,'tʃɪpɚ,adj  爽朗的， 活泼的,happy and active,You’re looking very chipper this morning.,sholvoir;gre;exam;core,
brew,brʊ,v  酿酒； 沏， 煮； 酝酿， 即将发生,to make beer,Every beer on the menu was brewed locally.,sholvoir;gre;exam;core,
menace,'mɛnəs,n&v  威胁， 恐吓,"a threatening quality, feeling, or way of behaving",There was menace in his voice.,sholvoir;gre;exam;core,
plethora,'plɛθərə,n  过多， 过剩,"a very large number of something, usually more than you need",a plethora of suggestions,sholvoir;gre;exam;core,
dulcet,'dʌlsɪt,adj  美妙的， 悦耳的,someone’s voice – used humorously,Basil’s dulcet tones could be heard in the corridor.,sholvoir;gre;exam;core,
debunk,'di'bʌŋk,v  揭穿真相， 暴露,"If you debunk a widely held belief, you show that it is false. If you debunk something that is widely admired, you show that it is not as good as people think it is. ",Historian Michael Beschloss debunks a few myths.,sholvoir;gre;exam;core,
substratum,'sʌbstretəm,n  基础； 地基,,The best nutrition supply was basic substratum mixed with rapeseed cake liquid.,sholvoir;gre;exam;core,
deflect,dɪ'flɛkt,v  偏离， 转向,"if someone or something deflects something that is moving, or if it deflects, it turns in a different direction",He deflected the blow with his forearm.,sholvoir;gre;exam;core,
sideline,'saɪdlaɪn,n  副业， 兼职,"an activity that you do as well as your main job or business, in order to earn more money",It was quite a lucrative sideline.,sholvoir;gre;exam;core,
counterbalance,",kaʊntɚ'bæləns",v  起平衡作用,To counterbalance something means to balance or correct it with something that has an equal but opposite effect,Add honey to counterbalance the acidity.,sholvoir;gre;exam;core,
status,ˈstetəs,n  身份， 地位,"the official legal position or condition of a person, group, country etc",These documents have no legal status in Britain.,sholvoir;gre;exam;core,
rebuff,rɪ'bʌf,v  断然拒绝,"If you rebuff someone or rebuff a suggestion that they make, you refuse to do what they suggest",His proposals have already been rebuffed by the governor.,sholvoir;gre;exam;core,
imperious,ɪm'pɪrɪəs,adj  傲慢的， 专横的,"giving orders and expecting to be obeyed, in a way that seems too proud",She raised her hand in an imperious gesture.,sholvoir;gre;exam;core,
familiarity,"fə,mɪlɪ'ærəti",n  熟悉； 亲近， 亲密； 不拘礼仪,the quality of being well-known to you,I miss the familiarity of home.,sholvoir;gre;exam;core,
diffusion,dɪ'fjʊʒən,n  扩散， 弥漫； 冗长； 反射； 漫射,,,sholvoir;gre;exam;core,
extraneous,ɪk'strenɪəs,adj  外来的； 无关的,not belonging to or directly related to a particular subject or problem,extraneous noises,sholvoir;gre;exam;core,
disseminate,dɪ'sɛmɪnet,v  传播， 宣传,to spread information or ideas to as many people as possible,Her findings have been widely disseminated .,sholvoir;gre;exam;core,
exodus,'ɛksədəs,n  大批离去， 成群外出,"If there is an exodus of people from a place, a lot of people leave that place at the same time",The medical system is facing collapse because of an exodus of doctors.,sholvoir;gre;exam;core,
cult,kʌlt,n  异教， 教派； 狂热的崇拜,an extreme religious group that is not part of an established religion,O’Brien has a cult of devoted readers.,sholvoir;gre;exam;core,
crimp,krɪmp,v  使起皱， 使卷曲； 抵制， 束缚,to make your hair slightly curly by using a special heated tool,crimped blonde hair,sholvoir;gre;exam;core,
digression,daɪ'grɛʃən,n  离题， 题外话,,"Thee direct address of an absent or imaginary person or of a personified abstraction, especially as a digression in the course of a speech or composition.",sholvoir;gre;exam;core,
condemnation,",kɑndɛm'neʃən",n  谴责,"an expression of very strong disapproval of someone or something, especially something you think is morally wrong",There was widespread condemnation of Saturday's killings.,sholvoir;gre;exam;core,
accumulate,ə'kjumjəlet,v  积聚， 积累,"to gradually get more and more money, possessions, knowledge etc over a period of time",It is unjust that a privileged few should continue to accumulate wealth.,sholvoir;gre;exam;core,
pristine,'prɪstin,adj  原始的； 质朴的， 纯洁的； 新鲜的， 干净的,extremely fresh or clean,a pristine white shirt,sholvoir;gre;exam;core,
cull,kʌl,v 挑选，精选; n  剔除的东西,to find or choose information from many different places,"They are then taken back to the slaughterhouse, where workers cull them and excise their livers.",sholvoir;gre;exam;core,
